,judgement,title,score,id,num_comments,body
11,Asshole,"AITA for requesting a small, arguably insignificant compromise from my mother?",8,m1kh8r,18,"Edit: The sleeping pill addiction is the issue not the MS by the wayEdit 2: Okay I believe I'm the asshole about this now and I just called my mom to say sorry and that she can do whatever she wants and I will help out**Context:** My mom has MS, which slows her motor skills down to a frustrating slow pace, I've learned to live with this. She also takes more sleeping pills than you're supposed to daily, and stays up to 5am every night.**Problem:** I'm a gamer, so I tend to stay up to 3am or so every night, so both she and I share the space every night. The sleeping pills pair with her MS extremely poorly and make her into a zombie.Example sentence: ""Hi,,,,,,,,,,,, nicholaaaaaaas..... can... can... can? can youu uu uu go ... to the ssttto,eere and... get,, me.. sssssome icc.c.ce cr.e.eam? (Every night) (The wifi doesn't work in my room so I must be out in a specific area to get it lol)She generally makes me uncomfortable in her zombie-like form, with her waving her arms to walk around the house and eyes been closed. Asking random questions that relate to nothing, generally making me embarrassed to watch my mom act in such a way and be okay with it.So, am I the asshole for asking her to make a small change in that from now on, I don't want her to be sitting next to me while she is on sleeping pills specifically from 2 to 5 am, and any requests she has (her body doesn't work so she asks me to get stuff and do things all the time, which is totally understandatable and I would do the same if I had MS and a son), to text me instead from now on?**Edit:** and this \^ makes sense for both of us since she doesn't like to make trips across the house and her room is very far from where I am, so win-win in my mindI feel like an asshole as it's my mother and it's a rather small thing to stop doing so maybe our 20 minute conversation this morning wasn't worth it (for her). I'm happy since she's agreed but I may have to write it down since MS affects memory. I do love her and she has more good traits than bad. But maybe I should have let it go and gotten used to it."
12,Asshole,WIBTA if I asked my assistant to stop talking to patients in a language I do not understand?,688,m0twk7,125,"Background:I am a dentist and am currently working in an office that I do not own, but have full autonomy over. I am the only dentist working in this office. I have been practicing for approximately 4 years and working in this office for approximately 9 months.My dental assistant (R) has been working for the owner-dentist for approximately 20-25 years. R is a stellar assistant and someone who I am happy to work with. R is efficient, meticulous and in general, a very good co-worker. R is experienced and has a wealth of dental knowledge built up from her time working that makes her a great resource.R often speaks to patients in her/their native language . Which, most of the time, is awesome as R can act as a translator which helps me ensure my patients know all the ins and outs of their treatment and what exactly is happening to their body. I often times ask R to translate my explanations of all treatment options and the various risks and benefits of each option to my non-english but native language speaking patients so I can be sure they are making an informed consent as best I can. My fluency in the native language is passable and good for chair-side directions and basic conversation, but not for complex explanations.Problem:I have started to have issues where patients will begin to ask for treatment options that I have not presented because those treatment options are medically impossible to provide or guarantee appropriate quality. This has, more often then not, led to me having to explain that these treatment options are not medically (dentally?) feasible and disappointing/angering patients. I'm never mad about educating patient but having to be the one to shoot down these options has ended up leading to patient-doctor relationships being rocky from the beginning (which upsets me). I learned that these unfeasible options were being presented by R without my knowledge. This occurred when I walked back into a room mid-explanation and made out the gist of what R was saying in \[native language\].I want to ask her to please stop talking to patients if I can't understand she is saying so I know she isn't recommending treatment without my knowledge. Because if a treatment goes wrong or something happens because we were attempting something that should not have been attempted in the first place, it is my license, livelihood and reputation on the line not hers.Reason I might be the asshole is because I'm telling her to limit interactions with patients and dictating how she speaks to patients?Also please ask for any elaboration if needed!EDIT: thank you for the responses so far! Definitely going to emphasize this as a less ""don't speak your language"" vs more ""please do not offer treatment options that I have not discussed/are not possible"". That being said, one of my concerns is that she will continue to do so in spanish because she knows I am not fluent enough in the native language to ""catch"" her.  Also, I would like to mention that this is not the first time she has unilaterally altered treatment according to her judgement but it is the first time where it is truly affecting my patients' treatment. things like changing white fillings to silver fillings or taking different X rays than the ones I asked for do not drastically alter a patient's treatment or harm them so I haven't pressed it but this is where I'm getting a little ""pissed off"" for lack of a better term."
13,Asshole,AITA for giving my daughter screen time?,11,m1guq5,63,"My daughter is 5 months old, which falls soundly in the “no screen time category”, but hear me out. Two nights ago, my fiancé was watching our kid. He had sports on TV and even though he had her facing away, she kept turning and flipping around to watch it. I kept telling her “don’t watch TV!” in a sing-song voice to try to distract her back to us, but he got annoyed and turned the TV off. Last night, I was working (I work from home) and watching her while he was cooking. I *had* to send an email, and she was screaming and crying and just wanted to be held. So, I sat on the floor, sat her between me and the laptop with her leaning against me, and typed away. My fiancé came over and sarcastically commented, “no screen time, huh?” And I said “this is different.” He said it wasn’t and I needed to not judge him and called me a hypocrite. AITA?"
14,Asshole,AITA for feeling uncomfortable w partner's job?,8,m1iz2q,36,"First time making a post but basically. My partner got a job at a place where some previous ex friends of ours work. I didn't feel comfortable with him working there in fear of any interactions happening between them. They have said bad things about me in the past and my SO continued being friends with them. I told my SO how I felt about them being friends when they talk bad about me and he eventually stopped talking to them. Although I was happy about him getting a new job, I was very bothered that he chose to work there despite me explaining my concerns. We have zero contact with the ex friends but I didn't like knowing they'd be working under the same roof and I admit that I've cried about it. This argument always comes up although SO claims they're there for work purposes and will be professional if anything every happens with ex friends. I don't want to get in the way of him making money so the logical reason would be to let him work there. But I personally feel uncomfortable and bothered. SO still works there till this day  (since they weren't accepted at other places) but am I the asshole for not liking his job?Edit: I am not saying I’m against his job or asking him to quit, I understand that it’s his job and source of income. I just feel uncomfortable knowing the history between our (mutual) ex friends and him. When they talked bad about me, he continued to be friends with them which is why I worried about them working together."
15,Asshole,Aita for asking my friend to pay me for his meal,21,m1bzrh,46,"I have a close knit group of friends that are all in their early 20s. 5 of us went to dinner on Saturday night to a a pretty good place. Not horribly expensive but not somewhere with any entrees under 15 or so dollars. The fake names I’ll give my friends are Bill, bob, Dan and Mary. We used to see Mary all the time but she started dating some older guy now we don’t see her much. Dan also used to come around a lot more but has since gotten kinda weird. When the check came, it was $225 total for the table. We were all going to put our cards down and split it, but Dan objected because he would end up paying more than what he ordered. Bill also decided that we should all treat Mary. So even though she offered to pay, we didn’t let her. Bill, bob and I ended up splitting the Bill 3 ways, and with tip we each paid like 85 dollars. Dan claimed he’d venmo. A little backstory is that Bill, bob, and Mary all make pretty decent money at their jobs. I am currently in between jobs but work in the finance industry and Dan is at the same taco joint he worked at since senior year of highschool. It’s sucks but we are getting to that point in life where Dan is starting to lag behind us. I explained the situation to my mom (I am fine with paying for Mary, but not dan) and she said “what kind of man let’s his friends just comp his meal for him”. I asked bob and Bill if Dan paid them, and they said no. Dans total came out to around 25$, and they said it was shitty for him not to pay but they aren’t gonna harass him for the money. Well I am in between jobs, and personally I’m trying not to overspend when I don’t need to. Bob and Bill said I can try to get the money from Dan and just keep it all. I do want the money, I think Dan was being a piece of crap to not pay. But I don’t know if I want to cause drama in the group by going after this money. Mary said her dad thinks Dan is a scum bag and needs a wake up call on life, so I have every right to ask him to pay. Bill and bob aren’t sure because of the friendship dynamics. Idk am I an asshole if I ask this dude to pay me back for his meal?"
16,Asshole,AITA for saying I want “pure” skin,7,m1ij67,43,"Am I the Asshole for calling nontattooed skin “pure”So I was texting with my friend about tattoos. He was saying that he likes them and wants to get a few tattoos. Then he asked me if I ever wanted any. I replied with “no thanks, I like my skin pure”. After that he flipped his shit at me and started calling me names, telling me that I have been completely insensitive and disregarded the beautiful stories that peoples tattoos can tell. And he started cursing at me telling me it was wrong to say tattoos are evil. I responded by saying that to me, pure means untouched, and that saying I want pure skin means that I want “only skin (without tattoos). I explained that was not insinuating tattoos are evil. He did not seem to care fore my explanation and told me I need to consider other meanings of words and not get so tripped up on the literal definition of the word.So AITA here? I might be because words have multiple meanings. But I also I think my friend majorly over reacted to the use of “pure”."
17,Asshole,AITA because I don't plan stuff to do?,30,m181hk,81,"Am I the asshole because I don't care where or what we eat, or what we watch on TV, where we go on vacation etc. If if my family is having fun I am good. Why is it such a big deal that I don't care. Last night we were going to eat and she asked where I would like to go and I said ""IDK where would you like to go?"" And then a fight with the wife. She said I am an asshole because I don't plan anything ahead of time, or ever, and then we just end up driving in circles until someone chooses"
18,Asshole,AITA for telling someone to shut up?,22,m188ez,32,"I was with my friends at the dining hall. I have a friend who is super talkative and bubbly. I am not like that at all and I am pretty quiet and shy. I was having a bad day and I was super tired and cranky. I was sitting with my friends at dinner and I just didn't feel like talking much. The girl I'm friends with kept asking me if I was feeling okay every several minutes. I tried to just shortly say I'm fine, hoping she would leave me alone.On the way home from the dining hall, she kept asking me a question and at first I didn't respond. She just kept asking so I suddenly told her to shut up. She was quiet after that and we parted ways. I got texts from our friends saying that I was an asshole and they're really angry with me. I tried to apologize to my friend but she only said thanks for apologizing but hasn't talked to me since. Was this that big of an asshole move?"
19,Asshole,AITA for saying I have a son?,778,m0lmtr,153,"Throwaway for obvious reasons!My (38M) friend and his wife have a son (13M) - we’ll call him Alex for this post. As Alex has gotten older, a lot of our friends have started to say he looks a lot like me. We’ve all had a good laugh about it (except Alex but I always figured that was just because of his age!) and it’s never been a problem until now.Anyway, we had a video call with my friend, Alex and Alex’s mom on Sunday. Alex never sticks around on the calls for long because he’d rather play video games with his friends. When Alex started to leave the room, I thought it’d be funny to say “Bye, son!” No one said anything at the time so I figured it was no big deal.I got a Facebook message from my friend today saying that Alex thought it was weird when I called him son because everyone says we look alike. His mom and dad didn’t think it was a big deal but they asked me to apologize. I’ve known my friend since high school and don’t want to cause a fight so I said sorry to Alex and his parents. I also don’t plan on doing it again because I don’t want to make Alex or his mom and dad feel uncomfortable. But is what I said really that bad?EDIT: For the people asking, there isn’t a possibility that Alex could actually be my son."
20,Asshole,AITA for being angry that nobody in my family wakes me up?,28,m148qq,92,"I’ll try to keep it short but I (17F) really struggle to wake up to alarms. I have no idea why but no matter how much sleep I get I can’t seem to wake up. This is bothersome because my family have to wake me up for things like school/ outings with my friends. I do try to set many alarms one after the other for different times, but sometimes my family can hear them from downstairs and tell me it’s going off, because I’m still sleeping, but then just go back downstairs. That being said they often just don’t wake me up. I can see why because it can be challenging (I sometimes claim I’m awake but have no memory of saying it.. must be sleep talk or something) but I’ve expressed how it makes me feel left out when they are all doing their own thing downstairs, and how it makes me feel like they don’t want me around when they leave me to sleep. I have missed or been late to many outings with my friends, because I asked my dad to wake me up if I miss my alarm and he just.... doesn’t. The peak was today when we were supposed to return to in-person school after ages of online. I told my dad/ sister (14F) that I had to go to school, and because my sister was waking up at that time, (she didn’t have to go in today) to please wake me up. He takes us to school every day usually so this isn’t an unreasonable request. But today I wake up again by myself in the middle of the day. I admittedly was a bit upset and shouted at my family, and I feel bad now. AITA?"
21,Asshole,AITA for not wanting my cousin to stay?,8,m1af3n,42,"My (17f) cousin (14f) has to come stay for a few days because her mother was sent to hospital this morning and needs a rake of testing done and will be there a few days. She do have other family in the area but none are willing to/aren't allowed to care for children/ are active addicts/have had their own taken off them. Cousin is not in any way related to anyone on my mams side of the family bar me.I got in the door from school an hour ago, and my mam sat me down and basically said my aunt (dad's step sister) has been taken to hospital and we need to mind my cousin for a few days. I really don't want this happening. On one hand, I understand there's limited choice, grandparents and dad can't take her as theyre in England and like I mentioned, I have a *very* disfunctional family (dad's side).Most of the reasons I dont want her staying are quite selfish and I told my mam as such. She's prone to tantrums, stealing, hoarding food, she's messy and although it's really not her fault, she has nits, which means I'll have to de-flea my room after she's gone. My mam tried passing it off as she's been in and out of foster care her whole life she'll hardly be emotionally all there. I straight up said ""I don't want [cousin] staying, and if she does she will not be sleeping in my room or be anywhere near my things."" My mam and sister told me to stop being a selfish asshole, and my dad is beyond mad that I'm so against this. I'm not really sure if I think im an asshole or not here. AITA?"
22,Asshole,WIBTA for telling my friend she couldn't cosplay on my birthday?,103,m0uxo7,50,"My birthday is coming up soon, and I wanted it to be a birthday shared between my two extremely close friends. Lets call them Kate and Aria.Kate is super into a select few MCYTs. I'm a fan of all MCYTs myself (including the ones shes insane about), but shes extremely into these select few she follows. I brought up how I wanted her and Aria to celebrate my birthday with me. She instantly starts talking about what we should do. She's talking about going to these places, and shes especially fixated on roller kingdom, cool, I don't really want to, but she seems estatic, so one or to hours of rollerskating wouldn't hurt. I've always wanted to try. Then the topic is combined with MCYT. She somehow remembers MCYT during my bday talk, and she says that we're all gonna cosplay. She goes on about who we all will dress as and I was trying to be respectful and let her finish. When she does, I try to say no or atleast ask if we can do it on another day. But she's the type to just completely ignore what she doesn't want to hear and try to just force it to happen, especially when she thinks shes already gotten the answer she wants to hear, whether you said the answer or not. So she's not really hearing what im trying to say. I end up caving and shutting up about it, assuming she would forget or drop it when she realizes how expensive this stuff is. (none of us come from backgrounds with money)Fast forward and shes brought it back up. Shes got parts of her cosplay already (some corners were cut, but it was still there). I want to put my foot down and say no but thats not like me, and shes already excited. If I were to say no, obviously I wouldn't say no to ever doing it. But I would just reschedule it to after or before my birthday. I really don't want to wear all these accessories on my birthday and walk around looking weird. There's absolutely NOTHING wrong with cosplay, but the problem is, im already letting her choose some of what we do. I just want everyone to dress normal. This is going to be my first birthday in years, since for once im actually being allowed to have a birthday at all.So, in short, would I be the asshole for denying my friend permission to cosplay on my birthday?"
23,Asshole,AITA for preferring my daughter wear reusable menstrual pads?,1438,m0cn33,854,"My wife and I both use reusable menstrual pads. We each have a little box with our pads in it (we use different patterns). When our daughter hit 11, we had the talk with her about menstruation and puberty etc. and we had her choose her own cool pattern and bought her a pack of reusable menstrual pads for when she would start needing them.Anyway, about a year after she started menstruating, she asked to switch over to regular disposable pads at school. God knows I remember how disgusting my school bathroom was, and just dumping the products in the bin is quicker and feels “cleaner” so of course I agreed.Over time, however, she now ONLY uses disposable menstrual pads. She’s 15 now. It’s important to me my daughter is comfortable, but it’s also a huge plastic waste. I asked her about it and if she’d consider using them at least sometimes – I didn’t demand it and hope my tone didn’t communicate that, as her comfort is important to me and it’s her period, but I was curious why she switched when initially she loved them.She blew up and said she got bullied about them and that they’re disgusting and unhygienic.I comforted her and told her it’s her body her choice, and I wasn’t going to force her to do anything. After she’d calmed down and we had a good talk about why reusable pads aren’t disgusting, I told her I completely understood if she wouldn’t want to but if she’d consider at least wearing reusable pads at night when she sleeps. She agreed.This was a while back.Anyway, this story eventually came up during a video call with my MIL (don’t ask how, it was a weird day and a long conversation). For reference, my wife is stricter for herself when it comes to being eco friendly or “green” and her mother HATES it. She thinks my wife is some sort of “stereotypical” vegan eco fascist lesbian or something. My wife isn’t even vegan, just vegetarian, and my daughter and I eat meat so I don’t know why her mother feels my wife “forces” it on the people around her, since I don’t know her to be patronizing at all.My MIL LOST it and said we were disgusting for forcing our daughter to follow such hippy regulations and preventing her from being a “normal” kid and then went on a tirade about how disgusting reusable pads are.My MIL’s reaction was obviously over the top, but when I talked about it to some friends to vent, they agreed with her sentiments that we were “forcing” our daughter into some kind of hippy life and we should want her to be more “normal.”My wife and I both use reusable pads so it just made sense to buy those for our daughter as well. I didn’t realize this was such a controversial topic.AITA for preferring if our daughter use reusable pads? I want to make sure we’re doing right by her.EDIT: for clarity since there seems to be a lot of misunderstandings. There were two conversations about reusable pads. The first when she was 11 and we laid out all the choices, and again when I noticed a change in pad usage. This happened years after I had already been buying disposables for her no questions asked. There is no ""repeated"" or ""constant"" conversation regarding my daughter's choices in menstrual product."
24,Asshole,WIBTA if I just let my mom’s husband Uber home after surgery?,48,m0v79u,59,"I’m supposed to be moving at the end of the month. I’ve been severely unhappy in my living situation, so I am finally getting out of here and going out of state. I’d be moving in with my dad, and he is pretty much ready for me whenever. The only reason why I am waiting until the end of the month is because my mom’s husband is getting surgery near the end, and they asked me to pick him up from the hospital and help him as he heals up for a couple of days after. I didn’t see a problem with this.For a little bit of backstory, I am at risk, have not worked in over a year, and my hobbies are mostly just playing video games. I take care of my mom’s dogs, and do pretty much everything for them. I try to get out of bed early (10am~) and I do the obvious chores around the house. Take out the trash, do the dishes, etc. So within the last year, all I’ve really done is just play video games, do the household chores, take care of dogs, and KEEP TO MYSELF. I don’t bother anybody or make any noticeable messes in the household. My mom’s husband is semi-retired, does not do shit with his dogs (does not even feed them, give them fresh water), gets out of bed around 12pm~ and does nothing around the house. He has a failing business that he pretends is something successful. He does not do any dishes, throws a fit if the trash isn’t taken out, and like me, stays on the computer or watches tv for most of the day.He has always made super snarky comments towards me, and has generally been petty and rude. Earlier today, he went up to me and asked “Do you plan on doing anything ever? Besides playing video games?” And I just sat there in shock. I have a plan for when I move, I already have a guaranteed job in the other state. This was my breaking point, I’m still fuming at his comment.WIBTA if I just went earlier to move, and leave him to just deal with his surgery on his own? Reason why my mom can’t help him out is she just got a brand new job, and can’t take any time off just for security. Reason why I would feel like the asshole is because.. he’s getting surgery and I would not be there to help? It’s not a serious surgery, would take a couple days to heal. But I’m tired of his disrespect. Dumb shit like this is the reason why I am leaving. He would have to Uber home or have someone else pick him up from the hospital if I was not here. They would also have to take care of the dogs because they are used to around the clock care and would freak once I’m not there.Edit: I’ve chosen to help him and my mom out, and once I move go no/low contact. Thank you all for your input"
25,Asshole,AITA for asking my gf if she wants to do my chores?,325,m0g8cu,131,"My gf and I live together and use an app to manage the household chores. We have separate finances, also. So, my gf mentioned to me at the start of the year that she was saving up to buy a kindle and budgeting $1 for every day she did all her assigned chores, and $10 if she gets a perfect week. Awesome!I’m not the best at doing my chores on time but I do pretty good. I’d give myself a B grade, probably. But if I don’t do my chores, my gf goes around and does them before she goes to bed at 11 pm (I go to bed around 930 because I work early). I’ve told her to leave them and I’ll do them the next day but she doesn’t. Recently, my gf told me that she was giving herself an extra 50 cents every day she had to do my chores. This was a lighthearted conversation. So the main event, yesterday, she was scrubbing the baseboards in our kitchen and I asked her, “do you want to do my chores for a while so you save up money faster?” And she started cursing me out and calling me lazy and selfish and threw the sponge at me and left. She stayed with her mom last night. I think this is a huge overreaction! I was just offering for her to get her kindle faster and I was totally fine if she said no, but she freaked out! My friends laughed about me wanting a 1950’s housewife which is not what I’m here for."
26,Asshole,WIBTA if I call out my sister for being a hypocrite?,27,m0vm0s,38,"I (15) and my sister (19) still live with our parents. We have a brother (20) who moved out over a year ago, before he moved out he started to spend every hour of every day with his girlfriend and would stay with her for weeks at a time (he was still in high school and legally still under our parents protection), my family and I didn’t like his girlfriend (and still don’t) because he had a plan to go to the military, go through college, get a underwater welding degree and move to the east cost. After he started dating her, through his plan out the window and is now paying rent in a attic with her. I started getting some serous déjà vu recently because my sister has now started staying with her girlfriend for days at a time even after getting 2 new pets (snek and hamster) she has left me to take care of them and only comes back for clothes and a ride to work. I know both her and our brother are/were getting to old to stay here in a house with there parents but what bothers me is that she hates our brother for leaving the way he did and she is starting down the same path. WIBTA, am I justified to feel mad at her or is it just me being paranoid."
27,Asshole,WIBTA if I refused to work because they are overworking me,0,m1cc80,46,"I am a teenager in high school and when I started working it was just wash the tables. Suddenly they are having me wash the tables, the chairs, change the garbage bags every 20 minutes,take out the garbage bags, move all the tables,the chairs, sweep in the middle, move the tables and chairs again, sweep the outside, move the tables and chairs back, take out the rest of the garbage, then move on to the next area and do the same thing all over again(btw they have openly told me if I didn’t have the classes I have they would make me do even more work) I am honestly considering quitting and refusing to work because it is having an effect on my classes. For example I have a government class right after work and lately I haven’t been able to get as much work done because my legs and back will be too sore for me to sit up/stand up straight and It will hurt my shoulders when I move my arm. The teacher notices and eventually yells at me for not paying attention and for not working but when I tell her the school is overworking me she will look straight at me and say with a sneer “well that isn’t my problem is it?”TLDR the school suddenly makes me do 5x the amount of work, making me sore and hurting affecting my classes making teachers yell at me and I am thinking of quitting. Would I be the asshole if I did that?"
28,Asshole,AITA for buying my gf new perfume?,116,m0j9kl,66,"My gf (26) and I (M, 24) have been dating for a little while, like 3 months. She’s a stripper which I 100% don’t mind at all, I actually find it hot af. Whenever she works she wears these body washes and scrubs and lotions and body butters body cream and perfumes… it’s all the same coordinated scents and what not whenever she goes to work, like she has this whole system, and she smells SO good. But she refuses to wear them when she’s not working, and on her days off and when she’s not at work.  She told me she doesn’t want to ‘smell like work’, that it takes too long to do all that stuff (it’s literally just wiping stuff on your skin and a few sprays but that’s her prerogative) and says it’s way too expensive. I mean she really gets the drugstore body wash and generic lotions for her days off and it just does literally nothing for me, like she puts on all that stuff because she knows it’s smells sexy and make her skin feel nice, so why wouldn’t she want to do that for her bf?But I did look at the price once and the stuff was expensive so as a gift I bought her the works. It came to just over $100, and she was really happy when I gave it to her. But when I mentioned that now she has enough to wear at home for me without having to buy it herself she got upset, said to take it all back, and now she’s mad at me. My sister, one of my gfs best friends which is how we met, said I was a dick, but I don’t think I am. So AITA for *checks notes* buying my gf expensive lotions, perfumes and body butters?"
29,Asshole,AITA to promote my business at a wedding?,966,m07om7,351,"I (42M) am a DJ primary doing weddings and small events. I’ve spent years learning about how to DJ and doing it as a serious hobby until making the plunge and finally starting my own business full time. I’ve been in operation about about a year and a half and it’s going as well as expected. I was hired to do a wedding and was very shocked at the response I got after making a short announcement. The bride and groom picked a really significant dance they did alone together at the end of the wedding before all the guests and them left to do a sparkler exit. After the song, there was a moment of silence so I told them who I was, the areas I served, told them a little about my equipment (since I’ve invested in the best stuff) and then mentioned I do all events.Everyone did stop and listen, including the bride and groom, but it was a brief moment and they left to do the sparkler exit. All seemed fine. After it was over, the venue manager pulled me aside and told me it was inappropriate. She said that if I was allowed back at the venue, that couldn’t happen again. Okay, I figured she was being over the top as event planners can be, and I let it go. Then a couple days later I get an email from the bride telling me she was mortified that I stole their big exit and wouldn’t be recommending me. I feel this is a huge overreaction and certainly not worth all the drama. Part of being in any business is promoting, especially to people who have heard what I have to offer.  I’m worried she will leave a bad review for a silly reason that has nothing to do with the quality of music I produce. AITA?ETA: No, the sparklers weren’t lit. Honestly I thought I would be speaking over people as they shuffled out but they chose to stop and listen. I guess everyone thinks I’m the a-hole here and I won’t be doing this again, but frankly I don’t think I “ruined” or “stole” her exit, the hype over these things at weddings are ridiculous. I won’t be refunding as I worked nearly 7 hours and hauled a lot of expensive equipment, and this one comment doesn’t negate all that hard work or my expertise. I did apologize to the bride and offered her a discount on future services.ETA2: Ok. I’m an asshole.ETA3: I do have to add that I resent the implication that I’m somehow less of a DJ because I’m a 42 year old man. I’ve worked hard to get to this point. Since I’m apparently “tone deaf” (clever) I am reconsidering doing weddings in the future."
30,Asshole,AITA for jokingly telling my friend he needs more men in his life?,59,m0mwr4,64,"Today is international women's day. My (32M) friend (32M) posted a picture on social media of him, his mother, his wife, his four sisters, his two daughters, and his twelve nieces. He has no sons, brothers, or nephews and his father has sadly passed away.  All his sisters are content with their daughters and don't want anymore children and  the same goes for him. The photo had the caption ""Grateful for these amazing women who I am so lucky to have in my life. #InternationalWomensDay""He sent me a link to see the post and asked me what I thought. I jokingly said ""You need more men in your life"". He got angry and told me to never speak ill of his family. I told him it was just a joke and that I was just commenting on how he was outnumbered against so many women in that photo. He told me to shut up and called me an asshole. He said he is the man he is because of his mother, sister, wife, neices, and daughters, and wouldn't trade them for the world. Am I the asshole? I didn't have any malicious intent with the statement and know that having loving women in one's life is only a blessing. I myself have three sisters (no brothers), a wife, and a lovely daughter of my own. But my father is still alive and I also have two nephews, so I guess I was just taken aback by the large number of girls in my friend's family and how the only men in his family are his in-laws."
31,Asshole,"AITA for ""teasing"" my sister in front of her friends?",29,m0s1r1,45,"I'm 20m, my sister Amanda is 16. Our parents are essential workers and out of the house a lot. We spend a lot of free time together when we're not in our bedrooms for distance learning or alone time, and growing up we were always pretty close. Not like we have a made up language like some kids do, but we have phrases that are inside jokes to us and can basically communicate irl in ""meme speak"" to confuse our parents. It's hilarious.We're that close. That's what makes me wonder if what I did to make her mad enough to not speak to me makes me an asshole. Even our parents are stuck, so they say it's up to us to settle this.Here's what happened. Amanda has two guy friends, Andy [m18 a senior] and Tom [m17 a junior like her] who were over on Saturday to play video games. Amanda's 17th birthday isn't till *this* Saturday, but our parents surprised her with a PS5 and a bunch of new games on Friday before they left for an essential work trip that they didn't arrive home from until Sunday afternoon [hence why they weren't there]Amanda and I gamed well into the night, didn't go to bed until 4, slept till 12 and her friends were coming at 3. I showered at 1 and by 2:30 she still hadn't, so I reminded her that they would be here soon and she rushed upstairs. The shower started running around 2:50, 5 mins later her friends are at the door. I let them in, they chill on the couch [known them for aproxx. 4 years so this is the norm] about 10 minutes later I heard her leave the bathroom. Another 15 minutes later and everyone's a little antsy, so I grab some sodas and a bag of chips for the guys before going up to check on her.I knock, she says come in, I poke my head in, she's in a sportsbra and jeans with a black thong exposed due to her lack of top. I ask what's taking so long, she says her hair got tangled in the shower so brushing it was a little difficult but she'd be down in a few.True to her word she was down a few mins later. Apologized for the delay, I giggled and said because she was flossing. For a sec she stared at me confused till she got the joke. Suddenly looked like a deer in headlights, turned bright red averted her gaze and didn't joke around with me like usual.Seems like her guy friends connected the dots as well, laughing Tom said how he liked a girl in a thong. Which only made her feel worse I guess. She teared up, called me a dick, went up to her room and locked her door.Needless to say, the guys went home without playing any PS5.Amanda refused to talk to me till almost 9 when she came down to chew me out, and was so embarrassed by what Tom said and she's pissed that I didn't tell him off. I told her it was just me joking around, Tom just went along with it. Apparently she thinks that it was sexual harassment and she wants an apology from me. I kept telling her that it was just a harmless joke and I didn't mean anything by it, but she refuses to speak to again me till I apologize for ""what I did."" AITA?**Edit** Okay jeez I get it, I suck for ""sexualizing"" my sister. That wasn't my intention but fine, I'm an asshole.PS: Thanks u/Pork_Barrel1 for the silver."
32,Asshole,AITA for Suggesting My Partner Does Nothing in the house?,42,m0nzeh,30,"UPDATE: I've realised I'm the AH. Thanks everyone for your comments. It made me look at everything from a different angle.  I have apologised to my SO and thanked him for everything he does.Me (F32) and my partner (M37) have just had a debate as I said he does nothing in the house. I do all the cleaning and Laundry and the cupboard food shopping. We split everything 50/50 in terms of finances but its me that arranges all payments and make sure they're all on time. He does the food shop for the freezer mainly and he also Cooks every night. I clean up after him. He also comes home at dinner and let's the dog out but only on the back garden as I have a random sleep pattern so normally don't wake up till about 1pm. Although sometimes, I'd say twice a week I wake up before he comes home and let the dog out. Hes just completed the census on his phone and I made a comment ""makes a change you doing something."" Now he's pissed off at me saying that he does loads.  I think I do more than him in terms of all the cleaning and laundry. He just doesn't realise it.  Does it make me an asshole that I said he does nothing?"
33,Asshole,WIBTA if I asked my dad to smoke a cigar,0,m17s87,31,"I'm turning 21 this weekend, one of the presents i wanted was a cigar. I want to smoke this cigar with my dad on the weekend but I don't know if I should ask if he wants to or not. He used to smoke cigarettes regularly for like 15 years and he quit maybe 5 years ago. I feel like it wouldn't be right of me to ask if he wanted to smoke one with me since he's finally quit after all those years of trying to kick the habit. Just need a second opinion"
34,Asshole,AITA for ratting my roommate out for smoking,12,m0qt5o,22,"My roommate (S) and exfriend smokes in our apartment. I’ve asked her before to light a candle when she smokes because it smells in the kitchen and living room, and bedrooms. She asked me to pitch in for the candle and I said no because she was creating the smell and it wasn’t my responsibility. My other roommate and I smoke in our rooms and no one ever smells it. S refused to buy a candle and we are not on talking terms (only apartment business) so she smoked and i told my landlord about it. And told that she had a dog w/o paying the pet fee. I’m wondering if I am an asshole for this?Thank you for those who have answered so far. I’m reflecting on my choices. I definitely see how it’s immature and that I was being hypocritical."
